"nodeid","nodenm","nodeno","gpslati","gpslong","nodeord","routeid"
"GGB239000272","목동터미널","44576","37.8869167","127.5491167","1","GGB239000002"
"GGB239000271","범바위","44597","37.8900667","127.5470667","2","GGB239000002"
"GGB239000439","제령리정미소","44352","37.89415","127.5397333","3","GGB239000002"
"GGB239000063","까막둥지","44279","37.8952167","127.5333167","4","GGB239000002"
"GGB239000062","제령리상촌","44462","37.8965","127.5288333","5","GGB239000002"
"GGB239000442","홍은교회앞","44350","37.89935","127.52395","6","GGB239000002"
"GGB239000441","제령리약수터","44351","37.9014667","127.51785","7","GGB239000002"
"GGB239000061","가둘기","44280","37.9000667","127.5115833","8","GGB239000002"
"GGB239000845","상가둘기","44814","37.8958","127.50815","9","GGB239000002"
"GGB239000443","백둔리입구","44505","37.8989167","127.5040833","10","GGB239000002"
"GGB239000444","오목벌(밤벌.용수동방향)","44504","37.9106333","127.49445","11","GGB239000002"
"GGB239000445","오목골","44349","37.9182167","127.4964667","12","GGB239000002"
"GGB239000060","대촌마을","44281","37.9246667","127.4943833","13","GGB239000002"
"GGB239000059","양지말","44463","37.9301","127.49285","14","GGB239000002"
"GGB239000446","명지산입구","44348","37.9354667","127.4897333","15","GGB239000002"
"GGB239000447","선바위","44347","37.9393833","127.48765","16","GGB239000002"
"GGB239000058","도솔천사","44282","37.9421","127.4885","17","GGB239000002"
"GGB239000847","벨리하우스","44815","37.9457333","127.4816833","18","GGB239000002"
"GGB239000642","낡은터","44548","37.9512333","127.4799167","19","GGB239000002"
"GGB239000057","명지산참숯","44283","37.9525167","127.4784167","20","GGB239000002"
"GGB239000056","바깥말","44284","37.9539833","127.4763667","21","GGB239000002"
"GGB239000055","관청마을","44464","37.9585167","127.47225","22","GGB239000002"
"GGB239000448","미약골(용수동방향)","44503","37.9646333","127.4681333","23","GGB239000002"
"GGB239000449","백자동유원지","44346","37.9659167","127.4643667","24","GGB239000002"
"GGB239000450","명화동삼거리","44345","37.96945","127.4590167","25","GGB239000002"
"GGB239000850","명화동","44817","37.9683833","127.4570667","26","GGB239000002"
"GGB239000852","텃바위","44819","37.9633","127.4521","27","GGB239000002"
"GGB239000025","성관사","44233","37.9638833","127.4488833","28","GGB239000002"
"GGB239000024","소락개마을","44471","37.9651","127.4443167","29","GGB239000002"
"GGB239000854","적목공원묘지앞","44821","37.9656","127.4324167","30","GGB239000002"
"GGB239000856","논남교앞","44647","37.9698","127.42725","31","GGB239000002"
"GGB239000023","논남","44234","37.9684667","127.4222833","32","GGB239000002"
"GGB239000874","가는골","44847","37.9675333","127.4186167","33","GGB239000002"
"GGB239000841","강씨봉휴양림","44804","37.9688","127.4133167","34","GGB239000002"
"GGB239000875","가는골","44848","37.96745","127.41865","35","GGB239000002"
"GGB239000873","논남","44846","37.9684","127.42235","36","GGB239000002"
"GGB239000855","논남교앞","44822","37.9697167","127.4272667","37","GGB239000002"
"GGB239000853","적목공원묘지앞","44820","37.9655833","127.4323","38","GGB239000002"
"GGB239000451","소락개마을","44359","37.965","127.4444167","39","GGB239000002"
"GGB239000452","성관사","44502","37.9638333","127.4487833","40","GGB239000002"
"GGB239000851","텃바위","44818","37.9631","127.4521333","41","GGB239000002"
"GGB239000849","명화동","44816","37.9683167","127.4571167","42","GGB239000002"
"GGB239000453","명지분교","44358","37.9706167","127.45535","43","GGB239000002"
"GGB239000054","점말부락","44285","37.9740833","127.45045","44","GGB239000002"
"GGB239000053","가림마을","44286","37.9766833","127.4438667","45","GGB239000002"
"GGB239000857","솔둔지","44823","37.98095","127.44685","46","GGB239000002"
"GGB239000052","용수동종점","44287","37.98685","127.4374667","47","GGB239000002"
"GGB277102008","용수동종점(경유)",,"37.9832167","127.4417","48","GGB239000002"
"GGB239000858","솔둔지","44824","37.9808833","127.4467667","49","GGB239000002"
"GGB239000454","가림마을(목동방면)","44501","37.9767","127.4437","50","GGB239000002"
"GGB239000051","점말부락","44465","37.9739167","127.4503833","51","GGB239000002"
"GGB239000049","명화동삼거리","44289","37.9693833","127.4588","52","GGB239000002"
"GGB239000048","백자동유원지","44217","37.9657667","127.4644333","53","GGB239000002"
"GGB239000047","미약골","44466","37.9645167","127.4677333","54","GGB239000002"
"GGB239000046","관청마을","44218","37.9585333","127.4720167","55","GGB239000002"
"GGB239000455","바깥말(목동방면)","44357","37.9544167","127.4757833","56","GGB239000002"
"GGB239000456","명지산참숯(목동방면)","44356","37.9522167","127.4787333","57","GGB239000002"
"GGB239000045","낡은터","44219","37.9510833","127.4798667","58","GGB239000002"
"GGB239000848","벨리하우스","44440","37.9458833","127.48115","59","GGB239000002"
"GGB239000457","도솔천사(목동방면)","44500","37.9421","127.4882833","60","GGB239000002"
"GGB239000044","선바위","44220","37.9393833","127.4873833","61","GGB239000002"
"GGB239000043","명지산입구","44467","37.9355","127.4894667","62","GGB239000002"
"GGB239000042","양지말","44221","37.9296833","127.49305","63","GGB239000002"
"GGB239000458","대촌마을(목동방면)","44355","37.9246667","127.4941667","64","GGB239000002"
"GGB239000041","오목골","44222","37.9182","127.49625","65","GGB239000002"
"GGB239000040","오목벌","44223","37.9106333","127.4942667","66","GGB239000002"
"GGB239000039","백둔리입구","44198","37.8989167","127.5039833","67","GGB239000002"
"GGB239000846","상가둘기","44193","37.89565","127.5080333","68","GGB239000002"
"GGB239000459","가둘기(목동방면)","44354","37.9000333","127.5117","69","GGB239000002"
"GGB239000038","제령리약수터","44224","37.9013833","127.5178667","70","GGB239000002"
"GGB239000037","홍은교회앞","44225","37.8992833","127.5238833","71","GGB239000002"
"GGB239000460","제령리상촌(목동방면)","44541","37.8964833","127.5287333","72","GGB239000002"
"GGB239000462","까막둥지(목동방면)","44353","37.8951167","127.5332333","73","GGB239000002"
"GGB239000036","제령리하촌","44226","37.8940833","127.53965","74","GGB239000002"
"GGB239000463","범바위(목동방면)","44540","37.8899833","127.5469667","75","GGB239000002"
"GGB239000270","목동터미널","44170","37.8867833","127.5490833","76","GGB239000002"
"GGB239000687","현리터미널","44173","37.8178","127.3484833","1","GGB239000005"
"GGB239000195","조종중학교","44016","37.8143833","127.3498667","2","GGB239000005"
"GGB239000134","안곡사거리","44632","37.8277","127.3477667","3","GGB239000005"
"GGB239000755","안곡마을","44537","37.8318167","127.3453167","4","GGB239000005"
"GGB239000133","신상1리회관","44638","37.8387333","127.3534333","5","GGB239000005"
"GGB239000666","신상교.산월랑입구","44434","37.8450333","127.3556667","6","GGB239000005"
"GGB239000132","신상2리회관","44450","37.8478167","127.3554667","7","GGB239000005"
"GGB239000472","양추","44370","37.8524333","127.3560833","8","GGB239000005"
"GGB239000131","아래석거리","44244","37.8579667","127.3559333","9","GGB239000005"
"GGB239000130","만나교회","44245","37.8606","127.3504167","10","GGB239000005"
"GGB239000473","운악산.현등사입구","44369","37.8645833","127.3502167","11","GGB239000005"
"GGB239000474","와곡","44368","37.868","127.3546167","12","GGB239000005"
"GGB239000475","노체.꽃동네입구","44536","37.8744","127.3577667","13","GGB239000005"
"GGB239000129","노체2교앞","44246","37.8793167","127.3600167","14","GGB239000005"
"GGB239000128","구운악분교","44451","37.8816333","127.3621333","15","GGB239000005"
"GGB239000127","우무골","44247","37.88655","127.3652667","16","GGB239000005"
"GGB239000476","행정마을","44367","37.8962","127.369","17","GGB239000005"
"GGB239000126","상판리회관","44248","37.9013833","127.3729333","18","GGB239000005"
"GGB239000824","절골","44793","37.90285","127.3758167","19","GGB239000005"
"GGB239000477","샘말","44366","37.90505","127.3794333","20","GGB239000005"
"GGB239000825","새번동","44398","37.91095","127.3821667","21","GGB239000005"
"GGB239000125","장재울","44249","37.9135167","127.38325","22","GGB239000005"
"GGB239000828","보아귀골","44420","37.9152333","127.388","23","GGB239000005"
"GGB239000124","다락터","44452","37.9195","127.3905667","24","GGB239000005"
"GGB239000123","귀목종점","44047","37.9225667","127.3933833","25","GGB239000005"
"GGB239000478","다락터","44535","37.91955","127.3904167","26","GGB239000005"
"GGB239000827","보아귀골","44722","37.9152667","127.3879167","27","GGB239000005"
"GGB239000479","장재울","44365","37.9136167","127.3834833","28","GGB239000005"
"GGB239000826","새번동","44202","37.911","127.3820333","29","GGB239000005"
"GGB239000122","샘말","44250","37.9050833","127.3793667","30","GGB239000005"
"GGB239000823","절골","44643","37.9028833","127.37575","31","GGB239000005"
"GGB239000480","상판리회관(현리방면)","44534","37.9014167","127.3728333","32","GGB239000005"
"GGB239000121","행정마을","44251","37.8962167","127.3689333","33","GGB239000005"
"GGB239000481","우목골(현리방면)","44364","37.8866167","127.3652667","34","GGB239000005"
"GGB239000120","노체2교앞","44453","37.88155","127.3619833","35","GGB239000005"
"GGB239000482","노체2교앞(현리방면)","44363","37.8794167","127.3599833","36","GGB239000005"
"GGB239000119","노체삼거리","44252","37.8743667","127.3576333","37","GGB239000005"
"GGB239000118","운악산.현등사입구","44253","37.8679833","127.3545","38","GGB239000005"
"GGB239000117","운악산입구","44254","37.8646","127.3500833","39","GGB239000005"
"GGB239000483","만나교회(현리방면)","44533","37.8605833","127.3503167","40","GGB239000005"
"GGB239000484","아래석거리(현리방면)","44362","37.85795","127.3557833","41","GGB239000005"
"GGB239000116","양추","44454","37.8524167","127.3559833","42","GGB239000005"
"GGB239000485","신상2리회관(현리방면)","44361","37.8478333","127.3553667","43","GGB239000005"
"GGB239000667","신상교.산월랑입구","44433","37.8449667","127.3555","44","GGB239000005"
"GGB239000486","신상1리회관(현리방면)","44532","37.8387333","127.35335","45","GGB239000005"
"GGB239000115","안곡마을","44255","37.8318","127.3450667","46","GGB239000005"
"GGB239000114","안곡사거리","44256","37.8276167","127.3475","47","GGB239000005"
"GGB239000198","조종중고교앞","44015","37.8143333","127.3501","48","GGB239000005"
"GGB239000686","현리터미널","44174","37.81795","127.3486333","49","GGB239000005"
"GGB239000687","현리터미널","44173","37.8178","127.3484833","1","GGB239000006"
"GGB239000195","조종중학교","44016","37.8143833","127.3498667","2","GGB239000006"
"GGB239000194","교육대앞","44017","37.8109333","127.3518167","3","GGB239000006"
"GGB239000623","꿈에그린아파트","44186","37.809","127.3528833","4","GGB239000006"
"GGB239000488","연하리","44020","37.8053","127.3557667","5","GGB239000006"
"GGB239000193","보람어린이집","44021","37.7967","127.3653167","6","GGB239000006"
"GGB239000192","항사리","44023","37.79275","127.3665833","7","GGB239000006"
"GGB239000191","개누리고개","44025","37.7788667","127.3701833","8","GGB239000006"
"GGB239000525","상면초교","44572","37.77345","127.3723","9","GGB239000006"
"GGB239000494","서대마을","44035","37.7718167","127.3781333","10","GGB239000006"
"GGB239000190","함명학원","44043","37.7686833","127.3844333","11","GGB239000006"
"GGB239000189","덕현리","44045","37.7625167","127.39325","12","GGB239000006"
"GGB239000188","구정동입구","44052","37.7575667","127.3969167","13","GGB239000006"
"GGB239000187","눈썰매장","44055","37.7573833","127.4031333","14","GGB239000006"
"GGB239000186","다원리","44057","37.7541333","127.4065167","15","GGB239000006"
"GGB239000185","산장국민관광지","44067","37.75535","127.4103","16","GGB239000006"
"GGB239000184","비둘기산장","44070","37.7558","127.4147333","17","GGB239000006"
"GGB239000183","청평산장호텔","44078","37.7491667","127.4214167","18","GGB239000006"
"GGB239000182","검문소","44086","37.7472","127.428","19","GGB239000006"
"GGB239000916","청평중학교.면사무소","44888","37.7414","127.4245","20","GGB239000006"
"GGB239000902","청평역","44097","37.7366833","127.4274333","21","GGB239000006"
"GGB277102133","청평역1로(경유)",,"37.7373167","127.4231333","22","GGB239000006"
"GGB239000738","청평터미널","44702","37.73825","127.4206833","23","GGB239000006"
"GGB277101900","청평역1로(경유)",,"37.7372167","127.4229167","24","GGB239000006"
"GGB239000903","청평역","44069","37.7361833","127.4268167","25","GGB239000006"
"GGB239000917","청평중학교.면사무소","44889","37.7415167","127.4246","26","GGB239000006"
"GGB239000489","검문소","44087","37.7472833","127.4281167","27","GGB239000006"
"GGB239000207","청평산장호텔","44080","37.74925","127.4213667","28","GGB239000006"
"GGB239000490","비둘기산장","44072","37.7559","127.4146833","29","GGB239000006"
"GGB239000491","산장국민관광지","44066","37.7554333","127.41015","30","GGB239000006"
"GGB239000492","다원리","44058","37.7540667","127.4060667","31","GGB239000006"
"GGB239000206","가평사계절썰매장","44573","37.7576167","127.4031833","32","GGB239000006"
"GGB239000005","구정동입구","44051","37.7577667","127.39675","33","GGB239000006"
"GGB239000205","덕현리","44046","37.7624","127.3936833","34","GGB239000006"
"GGB239000204","함명학원","44044","37.7684167","127.3848667","35","GGB239000006"
"GGB239000203","서대마을","44034","37.7719167","127.3780333","36","GGB239000006"
"GGB239000202","임초리","44028","37.7739833","127.3718833","37","GGB239000006"
"GGB239000521","개누리고개","44026","37.7792333","127.3703667","38","GGB239000006"
"GGB239000201","항사리","44024","37.7927333","127.3667833","39","GGB239000006"
"GGB239000200","보람어린이집","44022","37.7968167","127.3654167","40","GGB239000006"
"GGB239000164","연하리","44582","37.8054","127.35595","41","GGB239000006"
"GGB239000001","꿈에그린아파트","44018","37.8090167","127.3529833","42","GGB239000006"
"GGB239000199","연등벌","44575","37.8116","127.35165","43","GGB239000006"
"GGB239000198","조종중고교앞","44015","37.8143333","127.3501","44","GGB239000006"
"GGB239000686","현리터미널","44174","37.81795","127.3486333","45","GGB239000006"
"GGB239000687","현리터미널","44173","37.8178","127.3484833","1","GGB239000007"
"GGB239000195","조종중학교","44016","37.8143833","127.3498667","2","GGB239000007"
"GGB239000194","교육대앞","44017","37.8109333","127.3518167","3","GGB239000007"
"GGB239000623","꿈에그린아파트","44186","37.809","127.3528833","4","GGB239000007"
"GGB239000488","연하리","44020","37.8053","127.3557667","5","GGB239000007"
"GGB239000193","보람어린이집","44021","37.7967","127.3653167","6","GGB239000007"
"GGB239000192","항사리","44023","37.79275","127.3665833","7","GGB239000007"
"GGB239000191","개누리고개","44025","37.7788667","127.3701833","8","GGB239000007"
"GGB239000525","상면초교","44572","37.77345","127.3723","9","GGB239000007"
"GGB239000711","세진빌라","44707","37.7671167","127.37335","10","GGB239000007"
"GGB239000713","임초2리회관","44704","37.7650333","127.3720333","11","GGB239000007"
"GGB239000715","임초2리입구","44700","37.7690667","127.3703","12","GGB239000007"
"GGB239000173","행현교","44604","37.7689167","127.368","13","GGB239000007"
"GGB239000717","행현1리회관","44689","37.7738667","127.36385","14","GGB239000007"
"GGB239000939","독박골","44885","37.7757667","127.3555167","15","GGB239000007"
"GGB239000172","행현2리입구","44603","37.7674","127.36455","16","GGB239000007"
"GGB239000167","행현2리","44499","37.7663333","127.3635167","17","GGB239000007"
"GGB239000531","비령이","44400","37.7627","127.3631167","18","GGB239000007"
"GGB239000171","2반카페거리","44498","37.7597667","127.3617833","19","GGB239000007"
"GGB239000502","두리개","44337","37.75555","127.3606167","20","GGB239000007"
"GGB239000503","2반카페거리","44336","37.7597667","127.3619","21","GGB239000007"
"GGB239000168","비령이","44216","37.7626833","127.36325","22","GGB239000007"
"GGB239000530","행현2리(행현리방향)","44401","37.7662833","127.3636167","23","GGB239000007"
"GGB239000166","행현교","44599","37.7688167","127.3679333","24","GGB239000007"
"GGB239000716","임초2리입구","44699","37.7690167","127.3700833","25","GGB239000007"
"GGB239000202","임초리","44028","37.7739833","127.3718833","26","GGB239000007"
"GGB239000521","개누리고개","44026","37.7792333","127.3703667","27","GGB239000007"
"GGB239000201","항사리","44024","37.7927333","127.3667833","28","GGB239000007"
"GGB239000200","보람어린이집","44022","37.7968167","127.3654167","29","GGB239000007"
"GGB239000164","연하리","44582","37.8054","127.35595","30","GGB239000007"
"GGB239000001","꿈에그린아파트","44018","37.8090167","127.3529833","31","GGB239000007"
"GGB239000199","연등벌","44575","37.8116","127.35165","32","GGB239000007"
"GGB239000198","조종중고교앞","44015","37.8143333","127.3501","33","GGB239000007"
"GGB239000686","현리터미널","44174","37.81795","127.3486333","34","GGB239000007"
"GGB239000738","청평터미널","44702","37.73825","127.4206833","1","GGB239000010"
"GGB239000225","농협","44075","37.7367833","127.4176833","2","GGB239000010"
"GGB239000224","시장입구","44071","37.7359","127.4153667","3","GGB239000010"
"GGB239000876","팔각정","44845","37.7285","127.4090333","4","GGB239000010"
"GGB239000918","청평3리마을회관","44890","37.7277833","127.4117167","5","GGB239000010"
"GGB239000098","창말부락","44261","37.7262667","127.4286833","6","GGB239000010"
"GGB239000333","호명리","44481","37.71685","127.4585","7","GGB239000010"
"GGB239000332","양진마을","44622","37.71055","127.48165","8","GGB239000010"
"GGB239000526","양진말","44403","37.71395","127.4848333","9","GGB239000010"
"GGB239000743","쁘띠프랑스","44745","37.7146167","127.4909667","10","GGB239000010"
"GGB239000495","고재입구","44531","37.7153667","127.50175","11","GGB239000010"
"GGB239000112","고성리.현대백화점인재개발원","44727","37.71335","127.5027333","12","GGB239000010"
"GGB239000744","방터","44742","37.7101667","127.505","13","GGB239000010"
"GGB239000496","고재","44342","37.7047667","127.51475","14","GGB239000010"
"GGB277102176","고성리(경유)",,"37.70375","127.5107167","15","GGB239000010"
"GGB277102177","고성리(경유)",,"37.7052333","127.5055167","16","GGB239000010"
"GGB239000745","방터","44746","37.7102833","127.5049","17","GGB239000010"
"GGB239000149","고성리.현대백화점인재개발원","44728","37.71335","127.5028167","18","GGB239000010"
"GGB239000330","고재입구","44620","37.7154333","127.5016333","19","GGB239000010"
"GGB239000742","쁘띠프랑스","44741","37.7148833","127.4909833","20","GGB239000010"
"GGB239000329","양진마을","44621","37.7140333","127.4848333","21","GGB239000010"
"GGB239000527","양진마을","44402","37.71055","127.48145","22","GGB239000010"
"GGB239000328","호명리","44623","37.7169167","127.4584667","23","GGB239000010"
"GGB239000097","창말부락","44262","37.7264167","127.4285333","24","GGB239000010"
"GGB239000919","청평3리마을회관","44891","37.7278833","127.4117","25","GGB239000010"
"GGB239000536","팔각정","44064","37.7289667","127.40905","26","GGB239000010"
"GGB239000211","삼거리.시장","44073","37.7358167","127.4155833","27","GGB239000010"
"GGB239000528","농협","44074","37.7367167","127.4178333","28","GGB239000010"
"GGB239000210","청평터미널","44077","37.7381667","127.4205667","29","GGB239000010"
"GGB239000738","청평터미널","44702","37.73825","127.4206833","1","GGB239000011"
"GGB277101900","청평역1로(경유)",,"37.7372167","127.4229167","2","GGB239000011"
"GGB239000903","청평역","44069","37.7361833","127.4268167","3","GGB239000011"
"GGB239000917","청평중학교.면사무소","44889","37.7415167","127.4246","4","GGB239000011"
"GGB239000244","검문소","44088","37.7482167","127.4298","5","GGB239000011"
"GGB239000631","하천리","44093","37.7534833","127.4349","6","GGB239000011"
"GGB239000243","유답촌","44095","37.7588167","127.4372833","7","GGB239000011"
"GGB239000242","수리재입구","44101","37.7678833","127.4474333","8","GGB239000011"
"GGB239000181","수리재입구","44649","37.7706667","127.4417167","9","GGB239000011"
"GGB239000632","한터마을","44430","37.7749","127.4397333","10","GGB239000011"
"GGB239000180","구사골마을","44652","37.7826","127.4359667","11","GGB239000011"
"GGB239000394","무지개마을","44904","37.78585","127.4335","12","GGB239000011"
"GGB239000393","상천리보건진료소","44903","37.7883","127.432","13","GGB239000011"
"GGB239000179","수리재종점","44497","37.7922833","127.4330833","14","GGB239000011"
"GGB239000383","상천리보건진료소","44902","37.7882333","127.43195","15","GGB239000011"
"GGB239000395","무지개마을","44905","37.7858333","127.43345","16","GGB239000011"
"GGB239000178","구사골마을","44651","37.7825","127.43595","17","GGB239000011"
"GGB239000177","한터마을","44650","37.7748333","127.43975","18","GGB239000011"
"GGB239000176","수리재입구","44648","37.7706167","127.4416833","19","GGB239000011"
"GGB239000230","수리재입구","44100","37.7679333","127.4472","20","GGB239000011"
"GGB239000229","유답촌","44094","37.7578167","127.4364167","21","GGB239000011"
"GGB239000228","하천리","44092","37.75355","127.4347","22","GGB239000011"
"GGB239000227","검문소","44089","37.7485667","127.4298667","23","GGB239000011"
"GGB239000916","청평중학교.면사무소","44888","37.7414","127.4245","24","GGB239000011"
"GGB239000902","청평역","44097","37.7366833","127.4274333","25","GGB239000011"
"GGB277102133","청평역1로(경유)",,"37.7373167","127.4231333","26","GGB239000011"
"GGB239000210","청평터미널","44077","37.7381667","127.4205667","27","GGB239000011"
"GGB239000522","현리","44014","37.8184333","127.3483833","1","GGB239000012"
"GGB239000197","석사울삼거리","44635","37.82235","127.34375","2","GGB239000012"
"GGB239000111","태봉리","44455","37.8202833","127.3293667","3","GGB239000012"
"GGB239000624","원흥리","44010","37.8213667","127.3246167","4","GGB239000012"
"GGB239000625","혜산진아파트","44552","37.83045","127.2974","5","GGB239000012"
"GGB239000499","율길삼거리","44005","37.83185","127.2920667","6","GGB239000012"
"GGB239000109","율길초교","44002","37.8383333","127.2881667","7","GGB239000012"
"GGB239000626","신팔1리서파검문소","44396","37.8454833","127.28415","8","GGB239000012"
"GGB239000627","상봉수리","44395","37.8526833","127.2872833","9","GGB239000012"
"GGB239000104","봉수리","44004","37.8606667","127.2901667","10","GGB239000012"
"GGB239000630","상봉수리(현리방향)","44394","37.8528167","127.2872833","11","GGB239000012"
"GGB236000492","신팔1리서파","41484","37.84665","127.27955","12","GGB239000012"
"GGB236000491","신팔2리.솔번지","41459","37.83975","127.2724167","13","GGB239000012"
"GGB236000490","신팔2리.청담마을","41452","37.8372667","127.2699","14","GGB239000012"
"GGB236000489","신팔2리","41447","37.83325","127.26805","15","GGB239000012"
"GGB236000442","소학3리","41437","37.8219667","127.26235","16","GGB239000012"
"GGB236000441","소학2리","41421","37.8125667","127.2550333","17","GGB239000012"
"GGB236000914","내촌휴계소","41418","37.8080167","127.25285","18","GGB239000012"
"GGB236000596","소학1리","41406","37.8052","127.24975","19","GGB239000012"
"GGB236000595","소학1리사기막","41392","37.8029833","127.2440167","20","GGB239000012"
"GGB236000594","베어스타운","41381","37.7965833","127.2404833","21","GGB239000012"
"GGB236000593","내5리","40572","37.7946667","127.23095","22","GGB239000012"
"GGB236000592","내촌어린이집앞","41354","37.7890833","127.2301833","23","GGB239000012"
"GGB236000605","내1리.내촌축협앞","40367","37.7850333","127.22665","24","GGB239000012"
"GGB236000604","음현1리내촌중학교","41331","37.7791167","127.22615","25","GGB239000012"
"GGB236000569","음현4리은고개","41342","37.7751167","127.2271","26","GGB239000012"
"GGB236000915","음현2리.매화동.주금산입구","41346","37.7703333","127.22775","27","GGB239000012"
"GGB236000568","음현2리","40435","37.7647833","127.2252833","28","GGB239000012"
"GGB236000567","음현3리","41307","37.7606167","127.2222333","29","GGB239000012"
"GGB222000556","원팔야리","23424","37.7564167","127.21865","30","GGB239000012"
"GGB222000555","도곡마을.늘봄웨딩홀부페","23381","37.7488667","127.2082667","31","GGB239000012"
"GGB222001122","광릉내","23877","37.74595","127.2053333","32","GGB239000012"
"GGB222000558","도곡마을.늘봄웨딩홀부페","23375","37.7483833","127.20805","33","GGB239000012"
"GGB222000557","원팔야리","23422","37.7555667","127.2182333","34","GGB239000012"
"GGB236000566","음현3리","41304","37.7596833","127.2216167","35","GGB239000012"
"GGB236000565","음현2리","41328","37.7648","127.2255667","36","GGB239000012"
"GGB236000564","음현2리.매화동.주금산입구","41344","37.7693167","127.2275167","37","GGB239000012"
"GGB236000563","음현4리은고개","41343","37.7751333","127.2274","38","GGB239000012"
"GGB236000833","음현1리내촌중학교","41336","37.7792333","127.2261667","39","GGB239000012"
"GGB236000602","내1리.내촌파출소앞","41340","37.7855333","127.2271","40","GGB239000012"
"GGB236000601","내촌어린이집앞","41355","37.7891833","127.2303333","41","GGB239000012"
"GGB236000600","내5리","40573","37.7946667","127.2310667","42","GGB239000012"
"GGB236000599","베어스타운","41384","37.79645","127.2407333","43","GGB239000012"
"GGB236000598","소학1리사기막","41393","37.8027167","127.2441333","44","GGB239000012"
"GGB236000597","소학1리","41413","37.80535","127.2508167","45","GGB239000012"
"GGB236000913","내촌휴계소","41419","37.8086167","127.2533167","46","GGB239000012"
"GGB236000444","소학2리","41420","37.8118667","127.2544833","47","GGB239000012"
"GGB236000443","소학3리","41436","37.8215667","127.2622667","48","GGB239000012"
"GGB236000916","신팔2리","40538","37.83265","127.2673167","49","GGB239000012"
"GGB236000495","청담마을","41454","37.8362333","127.2699833","50","GGB239000012"
"GGB236000494","신팔2리.솔번지","41456","37.8389833","127.27155","51","GGB239000012"
"GGB236000493","신팔1리서파","41483","37.8462667","127.2796","52","GGB239000012"
"GGB239000627","상봉수리","44395","37.8526833","127.2872833","53","GGB239000012"
"GGB239000104","봉수리","44004","37.8606667","127.2901667","54","GGB239000012"
"GGB239000630","상봉수리(현리방향)","44394","37.8528167","127.2872833","55","GGB239000012"
"GGB239000739","신팔1리.서파검문소","44719","37.8453","127.2838667","56","GGB239000012"
"GGB239000108","율길초교","44001","37.8383333","127.2879167","57","GGB239000012"
"GGB239000107","율길삼거리","44006","37.8316167","127.2920833","58","GGB239000012"
"GGB239000622","혜산진아파트","44553","37.8304","127.2970167","59","GGB239000012"
"GGB239000497","물골입구","44681","37.8287833","127.3190167","60","GGB239000012"
"GGB239000106","원흥리","44011","37.8211667","127.3234333","61","GGB239000012"
"GGB239000105","태봉리","44012","37.8202167","127.3294833","62","GGB239000012"
"GGB239000487","석사울삼거리","44360","37.8222833","127.34365","63","GGB239000012"
"GGB239000688","현리","44013","37.8182","127.34835","64","GGB239000012"
"GGB239000738","청평터미널","44702","37.73825","127.4206833","1","GGB239000013"
"GGB277101900","청평역1로(경유)",,"37.7372167","127.4229167","2","GGB239000013"
"GGB239000903","청평역","44069","37.7361833","127.4268167","3","GGB239000013"
"GGB239000917","청평중학교.면사무소","44889","37.7415167","127.4246","4","GGB239000013"
"GGB239000489","검문소","44087","37.7472833","127.4281167","5","GGB239000013"
"GGB239000207","청평산장호텔","44080","37.74925","127.4213667","6","GGB239000013"
"GGB239000490","비둘기산장","44072","37.7559","127.4146833","7","GGB239000013"
"GGB239000491","산장국민관광지","44066","37.7554333","127.41015","8","GGB239000013"
"GGB239000492","다원리","44058","37.7540667","127.4060667","9","GGB239000013"
"GGB239000206","가평사계절썰매장","44573","37.7576167","127.4031833","10","GGB239000013"
"GGB239000005","구정동입구","44051","37.7577667","127.39675","11","GGB239000013"
"GGB239000205","덕현리","44046","37.7624","127.3936833","12","GGB239000013"
"GGB239000204","함명학원","44044","37.7684167","127.3848667","13","GGB239000013"
"GGB239000203","서대마을","44034","37.7719167","127.3780333","14","GGB239000013"
"GGB239000529","상면초교앞","44594","37.7733833","127.3719333","15","GGB239000013"
"GGB239000829","행현1리입구","44803","37.76925","127.3702333","16","GGB239000013"
"GGB239000173","행현교","44604","37.7689167","127.368","17","GGB239000013"
"GGB239000172","행현2리입구","44603","37.7674","127.36455","18","GGB239000013"
"GGB239000167","행현2리","44499","37.7663333","127.3635167","19","GGB239000013"
"GGB239000531","비령이","44400","37.7627","127.3631167","20","GGB239000013"
"GGB239000171","2반카페거리","44498","37.7597667","127.3617833","21","GGB239000013"
"GGB239000502","두리개","44337","37.75555","127.3606167","22","GGB239000013"
"GGB239000501","취옹예술관","44208","37.7532167","127.36005","23","GGB239000013"
"GGB239000747","4반펜션촌","44737","37.7496167","127.3562","24","GGB239000013"
"GGB239000810","사기막.성주사","44777","37.7481167","127.3537833","25","GGB239000013"
"GGB239000749","수목원.종점","44739","37.74455","127.3528","26","GGB239000013"
"GGB239000811","사기막.성주사","44776","37.74795","127.35385","27","GGB239000013"
"GGB239000748","4반펜션촌","44738","37.7495667","127.3563333","28","GGB239000013"
"GGB239000170","취옹예술관","44601","37.7531833","127.3601833","29","GGB239000013"
"GGB239000169","두리개","44600","37.7555667","127.3607167","30","GGB239000013"
"GGB239000503","2반카페거리","44336","37.7597667","127.3619","31","GGB239000013"
"GGB239000168","비령이","44216","37.7626833","127.36325","32","GGB239000013"
"GGB239000530","행현2리(행현리방향)","44401","37.7662833","127.3636167","33","GGB239000013"
